,IPO_DATE,DELIST_DATE
688229.SH,2020-08-17,1899-12-30
688233.SH,2020-02-21,1899-12-30
688256.SH,2020-07-20,1899-12-30
688258.SH,2019-12-09,1899-12-30
688266.SH,2020-01-23,1899-12-30
688268.SH,2019-12-26,1899-12-30
688277.SH,2020-07-07,1899-12-30
688278.SH,2020-01-17,1899-12-30
688286.SH,2020-08-10,1899-12-30
688288.SH,2019-11-06,1899-12-30
688289.SH,2020-08-28,1899-12-30
688298.SH,2020-02-05,1899-12-30
688299.SH,2019-11-06,1899-12-30
688300.SH,2019-11-15,1899-12-30
688301.SH,2020-09-18,1899-12-30
688308.SH,2020-12-10,1899-12-30
688309.SH,2020-07-14,1899-12-30
688310.SH,2019-12-03,1899-12-30
688311.SH,2020-07-31,1899-12-30
688312.SH,2020-06-08,1899-12-30
688313.SH,2020-08-12,1899-12-30
688318.SH,2020-04-27,1899-12-30
688321.SH,2019-08-12,1899-12-30
688330.SH,2020-10-15,1899-12-30
688333.SH,2019-07-22,1899-12-30
688335.SH,2020-08-17,1899-12-30
688336.SH,2020-07-22,1899-12-30
688338.SH,2020-08-06,1899-12-30
688339.SH,2020-08-10,1899-12-30
688356.SH,2020-08-26,1899-12-30
688357.SH,2019-12-04,1899-12-30
688358.SH,2019-12-03,1899-12-30
688360.SH,2020-06-02,1899-12-30
688363.SH,2019-11-06,1899-12-30
688365.SH,2020-04-29,1899-12-30
688366.SH,2019-10-30,1899-12-30
688368.SH,2019-10-14,1899-12-30
688369.SH,2019-10-31,1899-12-30
688377.SH,2020-07-08,1899-12-30
688378.SH,2020-09-03,1899-12-30
688379.SH,2020-08-19,1899-12-30
688386.SH,2020-10-16,1899-12-30
688388.SH,2019-07-22,1899-12-30
688389.SH,2019-11-05,1899-12-30
688390.SH,2020-09-04,1899-12-30
688393.SH,2020-08-20,1899-12-30
688396.SH,2020-02-27,1899-12-30
688398.SH,2020-02-11,1899-12-30
688399.SH,2019-12-05,1899-12-30
688408.SH,2020-08-28,1899-12-30
688418.SH,2020-07-22,1899-12-30
688466.SH,2020-05-08,1899-12-30
688488.SH,2020-07-20,1899-12-30
688500.SH,2020-07-16,1899-12-30
688505.SH,2020-06-19,1899-12-30
688508.SH,2020-07-22,1899-12-30
688510.SH,2020-12-16,1899-12-30
688513.SH,2020-09-02,1899-12-30
688516.SH,2020-05-21,1899-12-30
688518.SH,2020-06-22,1899-12-30
688519.SH,2020-08-18,1899-12-30
688520.SH,2020-06-22,1899-12-30
688521.SH,2020-08-18,1899-12-30
688526.SH,2020-09-22,1899-12-30
688528.SH,2020-07-01,1899-12-30
688529.SH,2020-11-09,1899-12-30
688536.SH,2020-09-21,1899-12-30
688550.SH,2020-09-02,1899-12-30
688551.SH,2020-09-10,1899-12-30
688555.SH,2020-06-23,1899-12-30
688556.SH,2020-08-07,1899-12-30
688557.SH,2020-12-02,1899-12-30
688558.SH,2020-06-30,1899-12-30
688559.SH,2020-09-09,1899-12-30
688560.SH,2020-12-24,1899-12-30
688561.SH,2020-07-22,1899-12-30
688566.SH,2020-05-18,1899-12-30
688567.SH,2020-07-17,1899-12-30
688568.SH,2020-07-08,1899-12-30
688569.SH,2020-08-31,1899-12-30
688571.SH,2020-12-11,1899-12-30
688577.SH,2020-09-16,1899-12-30
688578.SH,2020-12-02,1899-12-30
688579.SH,2020-07-17,1899-12-30
688580.SH,2020-07-21,1899-12-30
688585.SH,2020-09-28,1899-12-30
688586.SH,2020-07-31,1899-12-30
688588.SH,2020-05-11,1899-12-30
688589.SH,2020-07-22,1899-12-30
688590.SH,2020-12-07,1899-12-30
688595.SH,2020-09-28,1899-12-30
688596.SH,2020-08-20,1899-12-30
688598.SH,2020-05-18,1899-12-30
688599.SH,2020-06-10,1899-12-30
688600.SH,2020-07-03,1899-12-30
688608.SH,2020-12-16,1899-12-30
688618.SH,2020-12-30,1899-12-30
688658.SH,2020-12-24,1899-12-30
688668.SH,2020-12-21,1899-12-30
688678.SH,2020-12-23,1899-12-30
688679.SH,2020-12-25,1899-12-30
688686.SH,2020-12-31,1899-12-30
688698.SH,2020-12-29,1899-12-30
688699.SH,2020-12-18,1899-12-30
688777.SH,2020-11-24,1899-12-30
688788.SH,2020-10-22,1899-12-30
688981.SH,2020-07-16,1899-12-30
